ClimbRate,Sgz,P,Q,CurPitch,CurRoll,AbsRoll,DiffClb,DiffRollRate,DiffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,DiffSeTime1,DiffSeTime2,DiffSeTime3,DiffSeTime4,DiffSeTime5,DiffSeTime6,DiffSeTime7,DiffSeTime8,DiffSeTime9,DiffSeTime10,DiffSeTime11,DiffSeTime12,DiffSeTime13,DiffSeTime14,Alpha,Se,Goal
-265,-31,-0.16,-0.11,0.69,0.6,-12,18,-0.02,1.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,"[-0.0007, -0.0005]"
9,-7,-0.3,0.3,0.62,-0.7,-20,-14,0.005,-0.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,"[-0.0012, -0.0009]"
-165,1,-0.2,0.17,1.01,-0.7,-14,-9,0.003,-0.2,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,-0.002,0.0,0.9,0.03,"[-0.0012, -0.0009]"
-7,15,-0.14,0.05,0.53,-0.6,-8,-4,0.004,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,"[-0.0005, 0.0]"
-652,2,-0.59,-0.02,1.14,0.5,-12,-4,0.018000000000000002,1.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.6,0.019,"[-0.0005, 0.0]"
-118,-41,-0.05,-0.08,0.63,-2.4,-8,-7,0.015,1.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0005, 0.0]"
-22,-7,0.28,0.14,0.92,0.5,-5,-13,-0.008,-0.2,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.032,"[-0.0009, -0.0007]"
-246,-13,0.31,0.04,0.73,0.1,-16,7,0.015,0.2,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018000000000000002,"[-0.0012, -0.0009]"
-146,-38,0.22,0.03,0.62,1.1,-9,9,-0.035,-1.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0007, -0.0005]"
-80,14,0.21,0.05,0.66,1.1,-5,-5,-0.008,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,"[-0.0007, -0.0005]"
-24,-36,-0.25,0.09,0.56,1.8,-17,12,-0.033,-2.1,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,"[-0.0036, -0.0012]"
252,-32,0.56,0.02,0.23,-0.4,-10,17,0.015,-0.9,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.4,0.017,"[-0.0007, -0.0005]"
-8,-21,0.25,0.17,0.72,-0.3,-14,1,-0.008,-0.5,0.026000000000000002,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.027000000000000003,"[-0.0012, -0.0009]"
-4,-2,-0.01,0.11,0.83,-1.2,-7,-10,0.004,-0.2,0.027999999999999997,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.028999999999999998,"[-0.0009, -0.0007]"
-141,-20,-0.18,0.11,0.8,0.7,-12,-13,-0.012,0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.021,0.021,0.022000000000000002,0.022000000000000002,0.023,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.002,0.0,-0.002,0.0,-0.002,0.0,0.7,0.023,"[-0.0007, -0.0005]"
-197,19,-0.09,-0.02,0.65,0.6,-6,1,-0.012,0.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0005, 0.0]"
228,4,-0.57,0.09,0.29,-0.5,-8,6,-0.008,-4.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,0.0,-0.001,0.0,0.0,0.0,0.5,0.017,"[-0.0005, 0.0]"
-75,-30,-0.51,0.14,0.6,-0.3,-10,-2,0.007,-2.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,0.0,-0.001,0.0,-0.002,0.0,0.5,0.019,"[-0.0005, 0.0]"
349,-59,0.22,-0.08,1.09,-1.4,-12,10,0.015,0.2,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,1.6,0.055999999999999994,"[-0.0036, -0.0012]"
-175,-27,-0.28,0.02,0.77,0.0,-9,1,-0.001,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.6,0.021,"[-0.0007, -0.0005]"
67,-18,0.23,-0.06,0.42,-0.1,-11,10,0.009,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0009, -0.0007]"
285,6,-0.08,0.07,0.39,-0.6,-10,-4,-0.003,-0.2,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.026000000000000002,0.026000000000000002,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.7,0.024,"[-0.0007, -0.0005]"
-22,17,0.13,-0.04,0.53,-0.6,-7,3,0.001,-0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0007, -0.0005]"
39,40,0.14,0.05,0.56,-0.7,-11,-1,0.005,-0.1,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.6,0.021,"[-0.0009, -0.0007]"
200,17,0.48,0.1,0.35,0.3,-13,-2,-0.005,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,"[-0.0012, -0.0009]"
755,-7,0.53,0.13,-0.11,0.0,-16,7,0.005,-0.7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.6,0.023,"[-0.0036, -0.0012]"
674,-27,0.21,-0.16,-0.2,-0.6,-8,19,0.009,-0.1,0.02,0.017,0.017,0.015,0.015,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.002,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.013999999999999999,"[-0.0007, -0.0005]"
49,-28,0.4,0.15,0.52,0.6,-6,-15,-0.003,0.2,0.017,0.017,0.017,0.017,0.017,0.018000000000000002,0.018000000000000002,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,-0.002,0.0,-0.002,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.6,0.021,"[-0.0007, -0.0005]"
178,-29,-0.03,-0.16,0.35,0.4,-9,18,-0.005,-0.5,0.02,0.018000000000000002,0.018000000000000002,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0007, -0.0005]"
300,8,-0.5,0.0,0.29,0.5,-7,-4,0.001,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,"[-0.0005, 0.0]"
-87,-4,0.32,0.12,0.62,0.7,-14,-4,-0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,"[-0.0012, -0.0009]"
21,35,0.06,0.11,0.54,-1.6,-8,-17,0.012,1.6,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,"[-0.0005, 0.0]"
192,-11,-0.06,0.03,0.33,-1.3,-8,-7,0.01,0.2,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.5,0.017,"[-0.0007, -0.0005]"
-96,1,-0.13,0.15,0.8,0.5,-12,-9,-0.009,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.025,"[-0.0009, -0.0007]"
-223,-27,-0.48,0.22,0.93,1.2,-17,-13,-0.006,0.5,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,0.0,0.7,0.026000000000000002,"[-0.0012, -0.0009]"
66,-1,0.27,0.1,0.57,0.9,-10,-5,-0.013999999999999999,-0.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,"[-0.0009, -0.0007]"
291,-59,-0.17,-0.05,0.23,1.6,-14,14,0.007,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018000000000000002,0.018000000000000002,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.5,0.017,"[-0.0012, -0.0009]"
-22,3,0.09,0.18,0.64,-0.3,-7,-24,-0.012,0.4,0.019,0.021,0.021,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,-0.003,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022000000000000002,"[-0.0007, -0.0005]"
316,-22,-0.37,0.01,0.29,-0.9,-16,10,0.004,0.0,0.024,0.023,0.023,0.022000000000000002,0.022000000000000002,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,"[-0.0012, -0.0009]"
185,-47,0.35,-0.02,0.32,0.4,-6,1,-0.002,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0005, 0.0]"
-254,-32,0.04,0.11,0.77,-1.2,-11,-7,-0.008,-0.1,0.017,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.019,0.019,-0.002,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.5,0.019,"[-0.0007, -0.0005]"
-214,-15,-0.27,0.06,0.73,0.7,-6,-7,-0.009,-0.1,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,"[-0.0007, -0.0005]"
113,-56,0.02,-0.1,0.36,-0.4,-15,14,0.027000000000000003,0.2,0.018000000000000002,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,"[-0.0007, -0.0005]"
301,-14,-0.12,0.02,0.54,-0.3,-13,10,0.01,-0.2,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.9,0.032,"[-0.0012, -0.0009]"
11,5,0.32,0.01,0.49,0.2,-7,0,-0.002,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0007, -0.0005]"
51,20,0.32,0.12,0.59,-0.6,-10,-11,0.017,0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,"[-0.0012, -0.0009]"
306,-7,0.13,0.07,0.19,-0.6,-10,4,0.009,-1.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,"[-0.0009, -0.0007]"
146,17,-0.31,0.0,0.33,-0.5,-7,2,-0.01,0.0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,"[-0.0005, 0.0]"
43,-57,0.66,-0.04,0.42,0.9,-11,22,0.015,-2.1,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.016,"[-0.0012, -0.0009]"
390,6,1.06,0.22,0.48,-0.4,-18,-5,0.021,-0.5,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.034,0.034,0.033,0.033,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.9,0.033,"[-0.0036, -0.0012]"
-283,-39,0.22,-0.02,1.06,0.3,-6,4,-0.006,-0.4,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.027000000000000003,"[-0.0007, -0.0005]"
136,-18,0.06,-0.04,0.4,0.6,-6,5,0.005,0.0,0.019,0.019,0.019,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018000000000000002,"[-0.0007, -0.0005]"
-35,-5,-0.09,0.11,0.58,0.8,-6,-12,-0.005,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,"[-0.0005, 0.0]"
-158,-35,-0.13,0.1,0.7,1.7,-11,-11,-0.023,1.2,0.017,0.018000000000000002,0.018000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,"[-0.0012, -0.0009]"
-265,-3,-0.17,-0.01,0.69,2.0,-5,3,-0.016,-0.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,"[-0.0007, -0.0005]"
275,3,0.22,0.16,0.33,0.2,-13,-10,-0.004,-1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,"[-0.0009, -0.0007]"
98,-17,-0.45,-0.15,0.37,0.3,-16,25,0.034,0.3,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,"[-0.0007, -0.0005]"
-364,61,0.21,0.17,0.87,1.5,-4,-19,-0.013000000000000001,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018000000000000002,0.018000000000000002,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.002,0.0,0.5,0.02,"[-0.0007, -0.0005]"
-48,39,0.22,0.15,0.58,0.6,-5,-14,0.004,-1.0,0.018000000000000002,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,"[-0.0005, 0.0]"
134,-28,0.27,-0.01,0.54,0.6,-9,4,-0.003,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.024,"[-0.0009, -0.0007]"
-79,23,-0.06,0.13,0.63,-0.6,-11,-11,0.001,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,-0.002,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,"[-0.0007, -0.0005]"
74,17,0.45,0.11,0.71,0.2,-16,1,-0.004,-0.2,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.027999999999999997,"[-0.0036, -0.0012]"
-138,-34,0.71,0.05,1.12,1.0,-20,12,-0.018000000000000002,0.6,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035,"[-0.0036, -0.0012]"
-787,7,-0.45,0.04,1.46,-0.2,-13,-13,0.003,2.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.024,"[-0.0009, -0.0007]"
77,-24,-0.02,-0.03,0.42,1.0,-6,4,-0.016,-0.2,0.018000000000000002,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0.0,-0.001,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,"[-0.0005, 0.0]"
485,-24,0.03,0.05,0.13,-0.6,-19,1,0.016,1.8,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.6,0.021,"[-0.0036, -0.0012]"
320,11,-0.28,0.19,0.83,-0.7,-13,-9,0.01,-0.3,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.044000000000000004,"[-0.0012, -0.0009]"
171,66,0.38,0.15,0.38,0.4,-6,-16,0.004,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,"[-0.0007, -0.0005]"
72,-43,-0.19,0.07,0.53,0.7,-14,2,-0.013000000000000001,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.6,0.021,"[-0.0012, -0.0009]"
-212,-2,-0.37,-0.15,0.64,1.2,-8,18,-0.021,1.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.016,"[-0.0009, -0.0007]"
