ClimbRate,Sgz,P,Q,CurRoll,AbsRoll,DiffClb,DiffRollRate,DiffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,DiffSaTime1,DiffSaTime2,DiffSaTime3,DiffSaTime4,Sa,Goal
-289,-34,-0.4,0.03,-0.9,-13,3,0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
-274,4,-0.01,0.05,2.5,-17,5,-0.013999999999999999,0.4,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
-144,-4,-0.3,0.05,1.3,-9,-2,-0.009,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.012, 0.017]"
-31,-22,0.04,0.09,-0.9,-9,-5,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
-463,-3,-0.33,0.12,0.8,-15,2,-0.012,-1.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.02, 0.024]"
-77,-46,-0.11,0.09,-0.8,-16,2,0.008,-0.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
389,15,0.3,-0.05,-0.4,-6,5,0.006,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0001,0.0,-0.0003,"[0.017, 0.019]"
527,2,0.07,-0.11,-1.8,-13,7,0.018000000000000002,2.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-305,-24,-0.11,0.03,1.1,-5,-3,-0.012,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-575,-4,0.07,-0.1,-0.3,-8,9,0.003,1.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-340,0,-0.02,0.12,1.5,-8,-12,-0.01,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
162,3,0.21,0.08,-0.5,-7,-7,0.009,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0002,0.0,-0.0002,0.0,-0.0003,"[0.019, 0.02]"
233,21,-0.09,0.05,0.1,-6,-5,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-360,-21,0.01,0.04,0.5,-13,-7,-0.011000000000000001,1.7,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-151,-3,0.03,0.21,0.4,-19,-7,0.002,-0.1,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-182,-6,-0.33,0.14,0.4,-11,-11,-0.016,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
-50,-65,-0.22,-0.25,0.1,-11,23,0.01,1.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
54,-11,0.65,0.01,1.1,-15,10,0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
284,-27,-0.38,-0.25,1.2,-8,22,0.003,0.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
-222,21,-0.15,0.14,-0.5,-13,-8,-0.003,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.019, 0.02]"
-235,20,-0.19,0.37,0.5,-11,-34,-0.02,-1.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
-530,-53,0.17,0.06,-0.3,-11,4,-0.009,-0.9,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
453,-13,-0.21,-0.11,-0.3,-12,17,0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
261,-7,0.03,0.07,-1.7,-15,2,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
217,-30,-0.25,0.0,0.6,-6,9,-0.009,-0.6,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
17,-11,-0.18,0.04,-0.7,-8,1,0.006,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-434,-45,-0.34,0.06,1.8,-18,11,0.009,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.02, 0.024]"
327,-12,0.5,0.15,-1.7,-17,-1,0.022000000000000002,-1.6,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
149,-13,-0.38,0.03,1.2,-18,12,-0.007,0.0,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,"[0.024, 0.078]"
14,-27,-0.69,0.17,-1.1,-17,-7,0.007,-0.1,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0.0,0.0001,0.0,-0.001,"[0.02, 0.024]"
7,-40,0.22,-0.02,0.7,-5,5,-0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-327,-39,-0.43,0.15,0.8,-17,6,0.021,-1.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
-308,11,-0.08,0.07,-1.6,-9,-3,0.012,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-75,-25,0.41,0.19,0.0,-11,-12,-0.009,-0.9,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
127,-16,0.07,-0.15,-1.2,-7,18,0.017,-0.2,-0.0002,-0.0001,-0.0001,-0.0001,-0.0001,0.0,0.0,0.0,-0.0001,"[0.019, 0.02]"
403,-41,0.32,-0.06,0.8,-10,10,0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-207,30,-0.3,0.19,-0.6,-14,-13,-0.012,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.019, 0.02]"
-293,-28,0.51,-0.03,0.7,-17,4,-0.008,2.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.02, 0.024]"
580,-14,0.13,0.0,-0.4,-10,4,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
209,-2,0.24,0.03,-1.0,-11,2,0.021,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
94,-42,-0.53,-0.05,-0.6,-8,6,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
24,10,0.14,-0.01,1.1,-5,3,-0.009,-0.9,-0.0006,-0.0006,-0.0006,-0.0005,0.0,0.0,-0.0002,0.0,-0.0005,"[0.02, 0.024]"
799,-18,0.22,0.03,0.2,-9,0,0.002,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
249,-60,0.36,0.04,-1.6,-15,4,0.039,0.2,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,"[0.024, 0.078]"
-742,-26,-0.04,-0.12,0.1,-14,3,-0.003,2.5,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,"[0.024, 0.078]"
-332,-26,-0.35,-0.02,-1.7,-21,19,0.027999999999999997,0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-160,-19,-0.6,0.16,-0.6,-14,-8,0.003,0.1,-0.0012,-0.0013,-0.0013,-0.0014,0.0001,0.0,0.0001,0.0,-0.0014,"[0.024, 0.078]"
330,-33,-0.42,0.15,-1.3,-19,3,0.016,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
-66,22,-0.14,0.24,-0.6,-15,-16,-0.004,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-211,-8,0.19,0.05,-0.4,-8,-4,-0.001,-0.2,-0.0006,-0.0006,-0.0006,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005,"[0.017, 0.019]"
91,-48,0.16,-0.1,-1.4,-14,20,0.012,0.2,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,"[0.017, 0.019]"
-283,-24,-0.48,-0.08,-0.4,-11,6,0.019,1.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-79,-28,0.25,-0.12,1.3,-5,15,-0.008,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
273,-31,0.37,0.02,-0.5,-8,1,0.008,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
235,23,-0.36,-0.17,0.5,-7,23,0.005,-1.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
146,-55,-0.23,-0.06,-1.8,-12,11,0.019,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
218,-6,-0.18,0.15,0.6,-10,-12,-0.017,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0001,0.0,-0.0009,"[0.019, 0.02]"
-79,-4,-0.05,-0.03,1.2,-9,5,-0.01,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
592,-22,0.53,0.22,0.9,-17,-4,0.0,-1.6,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.024, 0.078]"
-349,-13,-0.43,0.11,-1.7,-16,6,0.027000000000000003,-1.1,-0.0006,-0.0006,-0.0006,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,"[0.024, 0.078]"
-92,-17,-0.19,0.1,-0.9,-17,4,0.005,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-237,-5,-0.2,0.23,1.2,-10,-20,-0.022000000000000002,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
203,-9,0.27,0.28,1.0,-18,-6,-0.013000000000000001,-2.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,"[0.024, 0.078]"
23,-45,-0.51,-0.13,0.2,-12,-5,-0.01,3.8,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
299,-5,-0.09,-0.1,-0.7,-7,12,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-99,8,0.03,0.06,-1.1,-7,-6,0.007,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
264,9,0.34,0.07,-0.3,-6,-8,0.003,-0.6,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0001,0.0,-0.0003,"[0.02, 0.024]"
19,-23,0.19,0.13,-0.8,-13,-9,0.003,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
46,-44,0.01,-0.08,-0.6,-11,22,0.009,-1.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-406,-4,-0.3,0.16,2.0,-8,-16,-0.053,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.02, 0.024]"
101,-22,-0.12,0.17,-1.7,-21,3,0.019,-0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-688,-16,0.28,0.14,0.6,-12,-9,-0.009,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
-712,22,-0.02,0.07,1.6,-4,-4,-0.013999999999999999,-1.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-25,-14,0.27,-0.01,0.2,-8,2,-0.006,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
-428,-5,0.12,0.01,0.6,-11,9,-0.006,0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-420,-44,-0.04,0.09,-0.2,-8,-8,-0.001,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
63,-6,-0.11,-0.12,-0.2,-8,12,0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
439,-2,0.17,0.06,-0.6,-8,-7,0.007,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-132,-22,0.47,0.15,-0.4,-20,4,0.012,-0.2,-0.0012,-0.001,-0.001,-0.001,-0.0003,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
142,-25,-0.02,-0.01,0.6,-12,9,-0.005,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
-100,6,0.0,0.17,-0.1,-13,-13,-0.005,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
-153,-10,0.13,0.21,1.1,-15,-12,-0.034,0.1,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
-229,-31,-0.44,-0.06,0.0,-6,9,-0.008,-0.4,-0.0003,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0001,0.0,-0.0005,"[0.012, 0.017]"
-549,-31,-0.31,0.01,0.8,-5,2,-0.007,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-566,-41,-0.1,0.12,1.6,-18,8,-0.015,-0.7,-0.0016,-0.0014,-0.0014,-0.0014,-0.0003,0.0,0.0,0.0,-0.0014,"[0.02, 0.024]"
-368,-37,-0.18,0.01,-2.0,-12,5,0.008,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-324,9,0.14,0.13,0.1,-6,-14,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
372,57,0.24,0.01,-0.9,-12,5,0.013000000000000001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
147,7,-0.03,0.04,-1.3,-8,-2,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
327,0,0.41,0.18,0.9,-14,-4,-0.005,-1.6,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-403,-19,0.13,0.14,-0.7,-10,-10,0.006,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.024, 0.078]"
-103,-6,-0.33,-0.05,1.2,-5,9,-0.018000000000000002,-0.6,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.012, 0.017]"
474,-37,-0.22,-0.06,0.5,-8,8,0.002,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-294,-13,-0.14,0.04,-0.2,-14,3,-0.021,-0.3,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0.0,0.0,0.0,-0.0012,"[0.012, 0.017]"
5,-88,0.2,-0.27,0.8,-17,44,0.018000000000000002,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
34,-31,-0.18,0.08,1.4,-16,3,-0.008,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
-152,-16,0.54,0.09,0.6,-11,-4,0.003,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
193,-41,0.3,-0.11,-1.7,-14,18,0.027000000000000003,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-161,14,0.18,0.3,2.1,-14,-21,-0.01,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.024, 0.078]"
419,-31,-0.31,-0.03,-0.7,-7,3,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-64,-37,-0.35,0.02,-0.1,-6,7,0.004,-1.5,-0.0006,-0.0006,-0.0006,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005,"[0.024, 0.078]"
415,-46,-0.08,0.02,-0.5,-18,14,0.001,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-150,-11,0.04,0.09,-1.4,-11,-5,0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
-13,-21,0.25,0.07,-0.5,-14,-2,0.002,0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
-207,-35,0.08,0.13,-1.1,-19,3,0.026000000000000002,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
278,-27,-0.31,0.16,-1.5,-17,-3,0.012,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
201,-7,-0.83,-0.09,-0.6,-15,16,0.013999999999999999,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.019, 0.02]"
-165,-7,0.06,0.02,1.2,-5,-3,-0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-99,-27,-0.67,0.14,0.1,-18,5,-0.02,-0.5,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021,"[0.024, 0.078]"
-120,-16,-0.33,-0.03,-0.9,-7,4,-0.005,-0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
-220,-21,-0.09,0.01,0.6,-5,0,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-10,-39,-0.48,-0.03,0.3,-12,14,-0.025,-1.2,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0.0,0.0,0.0,-0.0012,"[0.012, 0.017]"
345,-49,0.02,-0.12,-0.7,-15,21,0.027000000000000003,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
248,3,0.35,0.13,-1.4,-14,-5,0.015,-0.2,-0.0007,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-138,-17,-0.17,0.13,0.0,-15,-1,-0.009,0.1,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,"[0.024, 0.078]"
442,-12,-0.27,0.02,-0.8,-17,11,0.011000000000000001,-0.2,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
285,8,0.08,0.04,0.3,-11,1,-0.008,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
131,-14,-0.15,0.07,0.4,-7,-6,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-34,25,-0.08,0.18,-0.2,-6,-19,0.0,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
199,-84,0.13,-0.03,0.8,-5,3,0.001,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
25,-22,0.43,0.15,0.7,-9,-14,-0.013000000000000001,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-610,13,0.25,-0.06,1.8,-13,16,-0.011000000000000001,-0.6,-0.001,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001,"[0.012, 0.017]"
-194,-27,-0.45,0.12,-1.3,-11,-10,0.01,-1.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-223,27,0.19,0.22,-0.6,-16,-6,-0.001,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
188,-27,0.49,0.0,0.2,-10,5,0.013999999999999999,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-43,2,0.43,0.02,-0.3,-14,8,0.006,-0.3,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
-120,-19,-0.07,-0.02,2.0,-8,9,-0.012,-1.3,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
561,1,0.09,-0.13,-1.6,-13,21,0.013000000000000001,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-172,33,-0.23,0.22,-0.4,-10,-19,-0.01,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
505,-24,-0.12,-0.1,-1.0,-9,14,0.009,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
377,-14,-0.39,-0.08,0.4,-7,10,-0.009,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-620,33,0.41,0.24,1.2,-14,-15,-0.01,-1.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
258,-27,0.07,0.05,0.1,-13,1,0.0,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.019, 0.02]"
262,10,-0.07,0.02,-0.5,-7,0,0.0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
250,39,-0.15,0.07,0.5,-9,-6,-0.003,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-317,5,-0.37,0.2,-0.5,-13,-15,-0.011000000000000001,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
532,-18,0.82,0.04,-1.2,-14,3,0.005,0.5,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
868,-40,0.48,0.06,1.3,-7,6,-0.006,-2.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-496,-2,-0.62,0.29,-0.9,-22,-7,-0.005,-0.2,-0.0015,-0.0016,-0.0016,-0.0016,0.0001,0.0,0.0,0.0,-0.0016,"[0.024, 0.078]"
41,-19,0.05,0.01,-0.2,-16,11,0.018000000000000002,0.1,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
-180,-12,-0.36,0.26,-0.9,-20,-3,-0.007,-0.2,-0.0023,-0.0023,-0.0023,-0.0023,0.0,0.0,0.0,0.0,-0.0023,"[0.024, 0.078]"
-207,-34,-0.08,0.03,1.9,-16,2,-0.015,1.7,-0.0017,-0.0018,-0.0018,-0.002,0.0001,0.0,0.0002,0.0,-0.002,"[0.024, 0.078]"
107,-11,0.12,0.2,0.6,-19,-2,0.004,-1.0,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-274,2,-0.01,0.06,0.9,-12,-2,-0.004,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-144,4,-0.37,0.14,0.3,-15,-7,-0.006,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
308,-3,0.16,0.06,-0.4,-8,-3,0.004,0.1,-0.0011,-0.0009,-0.0009,-0.0007,-0.0002,0.0,-0.0004,0.0,-0.0007,"[0.024, 0.078]"
307,-29,-0.31,0.12,0.5,-18,2,-0.019,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,"[0.024, 0.078]"
319,-11,-0.06,0.03,-1.4,-14,4,0.002,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
110,-15,-0.59,0.12,0.1,-14,-6,-0.011000000000000001,0.4,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
