mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,"[1.0, 27.0]"
6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,"[98.0, 189.0]"
6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,"[321.0, 977.0]"
6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,"[321.0, 977.0]"
6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,"[189.0, 321.0]"
6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,"[27.0, 98.0]"
6,11,0,3,1,1,0.84,0.7576,0.41,0.19399999999999998,28,106,"[98.0, 189.0]"
6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,"[98.0, 189.0]"
6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,"[98.0, 189.0]"
6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,"[98.0, 189.0]"
6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,"[98.0, 189.0]"
6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,"[189.0, 321.0]"
6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,"[321.0, 977.0]"
6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,"[321.0, 977.0]"
6,19,0,3,1,1,0.82,0.8029999999999999,0.59,0.1343,61,323,"[321.0, 977.0]"
6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,"[189.0, 321.0]"
6,21,0,3,1,1,0.8,0.8029999999999999,0.66,0.1343,34,168,"[189.0, 321.0]"
6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,"[98.0, 189.0]"
6,23,0,3,1,1,0.76,0.7424,0.75,0.19399999999999998,18,98,"[98.0, 189.0]"
6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,"[27.0, 98.0]"
6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,"[1.0, 27.0]"
6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,"[1.0, 27.0]"
6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,"[1.0, 27.0]"
6,4,0,4,1,2,0.72,0.6970000000000001,0.79,0.0896,2,4,"[1.0, 27.0]"
6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,"[1.0, 27.0]"
6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,"[98.0, 189.0]"
6,7,0,4,1,2,0.72,0.6970000000000001,0.79,0.1343,31,283,"[189.0, 321.0]"
6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,"[321.0, 977.0]"
6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,"[98.0, 189.0]"
6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,"[27.0, 98.0]"
6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,"[98.0, 189.0]"
6,12,0,4,1,1,0.92,0.8485,0.35,0.19399999999999998,40,100,"[98.0, 189.0]"
6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,"[98.0, 189.0]"
6,14,0,4,1,1,0.92,0.8788,0.4,0.19399999999999998,25,93,"[98.0, 189.0]"
6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,"[98.0, 189.0]"
6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,"[189.0, 321.0]"
6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,"[321.0, 977.0]"
6,18,0,4,1,1,0.88,0.8029999999999999,0.39,0.2836,52,414,"[321.0, 977.0]"
6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,"[321.0, 977.0]"
6,20,0,4,1,2,0.8,0.7273,0.43,0.19399999999999998,40,214,"[189.0, 321.0]"
6,21,0,4,1,3,0.76,0.6970000000000001,0.52,0.0,29,142,"[98.0, 189.0]"
6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,"[98.0, 189.0]"
6,23,0,4,1,2,0.74,0.6970000000000001,0.57,0.1642,15,82,"[27.0, 98.0]"
6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,"[27.0, 98.0]"
6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,"[1.0, 27.0]"
6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,"[1.0, 27.0]"
6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,"[1.0, 27.0]"
6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,"[1.0, 27.0]"
6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,"[27.0, 98.0]"
6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,"[98.0, 189.0]"
6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,"[189.0, 321.0]"
6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,"[321.0, 977.0]"
6,9,0,5,1,1,0.76,0.6970000000000001,0.55,0.0,37,176,"[189.0, 321.0]"
6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23,88,"[98.0, 189.0]"
6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,"[98.0, 189.0]"
6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,"[189.0, 321.0]"
6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,"[189.0, 321.0]"
6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,"[98.0, 189.0]"
6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,"[189.0, 321.0]"
6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,"[189.0, 321.0]"
6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,"[321.0, 977.0]"
6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,"[321.0, 977.0]"
6,19,0,5,1,1,0.78,0.7424,0.59,0.19399999999999998,61,245,"[189.0, 321.0]"
6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,"[189.0, 321.0]"
6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,"[189.0, 321.0]"
6,22,0,5,1,1,0.72,0.6970000000000001,0.74,0.2537,40,145,"[98.0, 189.0]"
6,23,0,5,1,1,0.72,0.6970000000000001,0.74,0.1642,36,110,"[98.0, 189.0]"
6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,"[98.0, 189.0]"
6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,"[27.0, 98.0]"
6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,"[27.0, 98.0]"
6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,"[27.0, 98.0]"
6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,"[1.0, 27.0]"
6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,"[1.0, 27.0]"
6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,"[27.0, 98.0]"
6,7,0,6,0,1,0.72,0.6667,0.58,0.19399999999999998,18,50,"[27.0, 98.0]"
6,8,0,6,0,1,0.74,0.6818,0.58,0.19399999999999998,32,111,"[98.0, 189.0]"
6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,"[189.0, 321.0]"
6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,"[189.0, 321.0]"
6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,"[321.0, 977.0]"
6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,"[321.0, 977.0]"
6,13,0,6,0,1,0.8,0.7576,0.55,0.19399999999999998,150,237,"[321.0, 977.0]"
6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,"[321.0, 977.0]"
6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,"[321.0, 977.0]"
6,16,0,6,0,2,0.8,0.7273,0.46,0.19399999999999998,169,225,"[321.0, 977.0]"
6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,"[321.0, 977.0]"
6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,"[189.0, 321.0]"
6,19,0,6,0,1,0.7,0.6515,0.65,0.19399999999999998,97,167,"[189.0, 321.0]"
6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,"[189.0, 321.0]"
6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,"[189.0, 321.0]"
6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,"[189.0, 321.0]"
6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,"[98.0, 189.0]"
6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,"[98.0, 189.0]"
6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,"[27.0, 98.0]"
6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,"[27.0, 98.0]"
6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,"[27.0, 98.0]"
6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,"[1.0, 27.0]"
6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,"[1.0, 27.0]"
6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,"[1.0, 27.0]"
6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,"[27.0, 98.0]"
6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28,64,"[27.0, 98.0]"
6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,"[98.0, 189.0]"
6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,"[189.0, 321.0]"
6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,"[321.0, 977.0]"
6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,"[321.0, 977.0]"
6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,"[321.0, 977.0]"
6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,"[189.0, 321.0]"
6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,"[321.0, 977.0]"
6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,"[321.0, 977.0]"
6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,"[189.0, 321.0]"
6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,"[189.0, 321.0]"
6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,"[189.0, 321.0]"
6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,"[189.0, 321.0]"
6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,"[98.0, 189.0]"
6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,"[98.0, 189.0]"
6,23,0,0,0,1,0.64,0.5909,0.78,0.19399999999999998,33,74,"[98.0, 189.0]"
6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,"[27.0, 98.0]"
6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,"[1.0, 27.0]"
6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,"[1.0, 27.0]"
6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,"[1.0, 27.0]"
6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,"[1.0, 27.0]"
6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,"[27.0, 98.0]"
6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,"[98.0, 189.0]"
6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,"[321.0, 977.0]"
6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,"[321.0, 977.0]"
6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,"[189.0, 321.0]"
6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,"[98.0, 189.0]"
6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,"[98.0, 189.0]"
6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,"[189.0, 321.0]"
6,13,0,1,1,1,0.7,0.6364,0.37,0.0,53,174,"[189.0, 321.0]"
6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,"[189.0, 321.0]"
6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,"[98.0, 189.0]"
6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,"[321.0, 977.0]"
6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,"[321.0, 977.0]"
6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,"[321.0, 977.0]"
6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,"[321.0, 977.0]"
6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,"[321.0, 977.0]"
6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,"[189.0, 321.0]"
6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,"[98.0, 189.0]"
6,23,0,1,1,1,0.62,0.6212,0.46,0.19399999999999998,14,75,"[27.0, 98.0]"
6,0,0,2,1,1,0.6,0.6212,0.49,0.19399999999999998,13,18,"[27.0, 98.0]"
6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,"[1.0, 27.0]"
6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,"[1.0, 27.0]"
6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,"[1.0, 27.0]"
6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,"[1.0, 27.0]"
6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,"[1.0, 27.0]"
6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,"[98.0, 189.0]"
6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,"[321.0, 977.0]"
6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,"[321.0, 977.0]"
6,9,0,2,1,1,0.62,0.6212,0.46,0.19399999999999998,19,174,"[189.0, 321.0]"
6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,"[98.0, 189.0]"
6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,"[98.0, 189.0]"
6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,"[98.0, 189.0]"
6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,"[189.0, 321.0]"
6,14,0,2,1,2,0.64,0.6212,0.47,0.19399999999999998,41,118,"[98.0, 189.0]"
6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,"[98.0, 189.0]"
6,16,0,2,1,1,0.68,0.6364,0.41,0.19399999999999998,51,279,"[321.0, 977.0]"
6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,"[321.0, 977.0]"
6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,"[321.0, 977.0]"
6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,"[321.0, 977.0]"
6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,"[189.0, 321.0]"
6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,"[189.0, 321.0]"
6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,"[98.0, 189.0]"
6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,"[98.0, 189.0]"
6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,"[27.0, 98.0]"
6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,"[1.0, 27.0]"
6,2,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,"[1.0, 27.0]"
6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,"[1.0, 27.0]"
6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,"[1.0, 27.0]"
6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,"[1.0, 27.0]"
6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,"[98.0, 189.0]"
6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,"[321.0, 977.0]"
6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,"[321.0, 977.0]"
6,9,0,3,1,1,0.6,0.6212,0.49,0.0,22,185,"[189.0, 321.0]"
6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,27,108,"[98.0, 189.0]"
6,11,0,3,1,1,0.68,0.6364,0.36,0.0,49,115,"[98.0, 189.0]"
6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,"[189.0, 321.0]"
6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,"[189.0, 321.0]"
6,14,0,3,1,1,0.74,0.6515,0.28,0.0,50,128,"[98.0, 189.0]"
6,15,0,3,1,1,0.76,0.6667,0.27,0.0,33,131,"[98.0, 189.0]"
6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,"[189.0, 321.0]"
6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,"[321.0, 977.0]"
6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,80,527,"[321.0, 977.0]"
6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,54,362,"[321.0, 977.0]"
6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,57,273,"[321.0, 977.0]"
6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,"[189.0, 321.0]"
6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,31,144,"[98.0, 189.0]"
6,23,0,3,1,1,0.62,0.6212,0.53,0.0,17,90,"[98.0, 189.0]"
6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,9,38,"[27.0, 98.0]"
6,1,0,4,1,1,0.58,0.5455,0.6,0.0,4,13,"[1.0, 27.0]"
6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,1,4,"[1.0, 27.0]"
6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,0,4,"[1.0, 27.0]"
6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,0,6,"[1.0, 27.0]"
6,5,0,4,1,1,0.6,0.6061,0.64,0.19399999999999998,7,18,"[1.0, 27.0]"
6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8,104,"[98.0, 189.0]"
6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,16,172,"[98.0, 189.0]"
6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,"[321.0, 977.0]"
6,9,0,4,1,2,0.62,0.6061,0.65,0.19399999999999998,29,232,"[189.0, 321.0]"
6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,18,103,"[98.0, 189.0]"
6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,33,117,"[98.0, 189.0]"
6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,"[189.0, 321.0]"
6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,37,114,"[98.0, 189.0]"
6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,39,114,"[98.0, 189.0]"
6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,32,127,"[98.0, 189.0]"
6,16,0,4,1,3,0.66,0.6212,0.69,0.19399999999999998,36,258,"[189.0, 321.0]"
6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,42,230,"[189.0, 321.0]"
6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,"[321.0, 977.0]"
6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,58,269,"[321.0, 977.0]"
6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,25,176,"[189.0, 321.0]"
6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,34,154,"[98.0, 189.0]"
6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,"[98.0, 189.0]"
6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,"[1.0, 27.0]"
6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,3,21,"[1.0, 27.0]"
6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19,"[1.0, 27.0]"
6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,2,11,"[1.0, 27.0]"
6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,1,5,"[1.0, 27.0]"
6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,1,5,"[1.0, 27.0]"
6,5,0,5,1,1,0.54,0.5152,1.0,0.0,1,12,"[1.0, 27.0]"
6,6,0,5,1,1,0.56,0.5303,0.94,0.0,8,89,"[27.0, 98.0]"
6,7,0,5,1,1,0.6,0.5606,0.83,0.0,25,225,"[189.0, 321.0]"
6,8,0,5,1,2,0.6,0.5606,0.83,0.0,28,426,"[321.0, 977.0]"
6,9,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,28,196,"[189.0, 321.0]"
6,10,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,44,126,"[98.0, 189.0]"
6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,43,138,"[98.0, 189.0]"
6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,"[189.0, 321.0]"
6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,"[189.0, 321.0]"
6,14,0,5,1,1,0.76,0.6970000000000001,0.52,0.19399999999999998,73,142,"[189.0, 321.0]"
6,15,0,5,1,1,0.78,0.6970000000000001,0.43,0.2239,62,181,"[189.0, 321.0]"
6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,69,286,"[321.0, 977.0]"
6,17,0,5,1,3,0.76,0.6818,0.4,0.19399999999999998,85,467,"[321.0, 977.0]"
6,18,0,5,1,3,0.76,0.6818,0.4,0.19399999999999998,62,388,"[321.0, 977.0]"
6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,53,275,"[321.0, 977.0]"
6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,40,192,"[189.0, 321.0]"
6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,49,159,"[189.0, 321.0]"
6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,48,127,"[98.0, 189.0]"
6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,37,141,"[98.0, 189.0]"
6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,21,83,"[98.0, 189.0]"
6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,15,80,"[27.0, 98.0]"
6,2,0,6,0,1,0.6,0.5455,0.88,0.0,16,37,"[27.0, 98.0]"
6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,4,16,"[1.0, 27.0]"
6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,"[1.0, 27.0]"
6,5,0,6,0,1,0.62,0.5758,0.83,0.0,1,6,"[1.0, 27.0]"
6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,"[27.0, 98.0]"
6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,12,45,"[27.0, 98.0]"
6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,28,103,"[98.0, 189.0]"
6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,"[189.0, 321.0]"
6,10,0,6,0,1,0.72,0.6818,0.62,0.19399999999999998,68,176,"[189.0, 321.0]"
6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,134,270,"[321.0, 977.0]"
6,12,0,6,0,1,0.74,0.6970000000000001,0.66,0.0896,162,258,"[321.0, 977.0]"
6,13,0,6,0,1,0.76,0.6970000000000001,0.55,0.0,135,192,"[321.0, 977.0]"
6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,138,196,"[321.0, 977.0]"
6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,153,214,"[321.0, 977.0]"
6,16,0,6,0,2,0.76,0.6970000000000001,0.52,0.2239,193,275,"[321.0, 977.0]"
6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,210,239,"[321.0, 977.0]"
6,18,0,6,0,2,0.74,0.6818,0.55,0.19399999999999998,118,263,"[321.0, 977.0]"
6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,99,227,"[321.0, 977.0]"
6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,"[98.0, 189.0]"
6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,"[98.0, 189.0]"
6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105,"[98.0, 189.0]"
6,23,0,6,0,2,0.72,0.6818,0.62,0.0,53,97,"[98.0, 189.0]"
6,0,0,0,0,1,0.7,0.6515,0.65,0.0,18,71,"[27.0, 98.0]"
6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,17,59,"[27.0, 98.0]"
6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,"[27.0, 98.0]"
6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,14,16,"[27.0, 98.0]"
6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,"[1.0, 27.0]"
6,5,0,0,0,2,0.66,0.6061,0.78,0.0,7,12,"[1.0, 27.0]"
6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,11,22,"[27.0, 98.0]"
6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,35,36,"[27.0, 98.0]"
6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,25,59,"[27.0, 98.0]"
6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,58,111,"[98.0, 189.0]"
6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,86,158,"[189.0, 321.0]"
6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,141,236,"[321.0, 977.0]"
6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,141,255,"[321.0, 977.0]"
6,13,0,0,0,2,0.74,0.6667,0.51,0.0,149,214,"[321.0, 977.0]"
6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,124,193,"[189.0, 321.0]"
6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,"[321.0, 977.0]"
6,16,0,0,0,2,0.76,0.6818,0.48,0.0,121,257,"[321.0, 977.0]"
6,17,0,0,0,1,0.74,0.6667,0.51,0.0,159,238,"[321.0, 977.0]"
6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,78,218,"[189.0, 321.0]"
6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,94,217,"[189.0, 321.0]"
6,20,0,0,0,1,0.7,0.6515,0.7,0.19399999999999998,86,146,"[189.0, 321.0]"
6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,"[98.0, 189.0]"
6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,38,114,"[98.0, 189.0]"
6,23,0,0,0,1,0.66,0.6061,0.78,0.19399999999999998,14,78,"[27.0, 98.0]"
6,0,0,1,1,1,0.66,0.6061,0.83,0.1642,7,19,"[1.0, 27.0]"
6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,"[1.0, 27.0]"
6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,"[1.0, 27.0]"
6,3,0,1,1,3,0.64,0.5758,0.89,0.0,1,0,"[1.0, 27.0]"
6,4,0,1,1,3,0.62,0.5606,0.88,0.1642,1,2,"[1.0, 27.0]"
6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,0,3,"[1.0, 27.0]"
6,6,0,1,1,3,0.6,0.5758,0.78,0.1343,1,25,"[1.0, 27.0]"
6,7,0,1,1,3,0.56,0.5303,0.88,0.19399999999999998,0,46,"[27.0, 98.0]"
6,8,0,1,1,3,0.56,0.5303,0.83,0.19399999999999998,12,209,"[189.0, 321.0]"
6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,"[189.0, 321.0]"
